Assembly Part,Description,SC,Rev,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,Description,SC,Rev,S/UOM,P/UOM,Item#,Qty,Option Flag,Product#,Product Price,Effective Date/Rev,Inactive Date/Rev,Reference
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50008-00049 , , , , , , , , , , , , , , , , , ,"15000pF,10V,X7R,0402,10%",P, -,EA,EA,11,6,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50008-00091 , , , , , , , , , , , , , , , , , ,"0.1uF,25V,X5R,0603,10%",P, -,EA,EA,12,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50008-00122 , , , , , , , , , , , , , , , , , ,"47uF,25V,X5R,1206,20%",P, -,EA,EA,13,8,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50009-00235 , , , , , , , , , , , , , , , , , ,"255,0.063W,1%,0402",P, -,EA,EA,14,6,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50009-00241 , , , , , , , , , , , , , , , , , ,"1K,0.063W,5%,0402",P, -,EA,EA,15,3,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50009-00273 , , , , , , , , , , , , , , , , , ,"1.74K,0.063W,1%,0402",P, -,EA,EA,16,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50009-00286 , , , , , , , , , , , , , , , , , ,"3.3K,0.063W,1%,0402",P, -,EA,EA,17,12,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50013-00312 , , , , , , , , , , , , , , , , , ,"PCB HDR,0.1"",1x2P,VRT,TH,30Au",P, -,EA,EA,18,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50013-00334 , , , , , , , , , , , , , , , , , ,"Plug,0.635mm,2x26P,RA,SMT,10Au",P, -,EA,EA,19,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50013-00368 , , , , , , , , , , , , , , , , , ,"Shrd HDR,1.5mm,1x4P,VRT,SMT,Sn",PR, -,EA,EA,20,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50017-00035 , , , , , , , , , , , , , , , , , ,"CMOS,3.3V,40.0MHz,100,5x7P4",P, -,EA,EA,21,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50018-00032 , , , , , , , , , , , , , , , , , ,"PTC FUSE,3A,15V,2920",P, -,EA,EA,22,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00102-02 , , , , , , , , , , , , , , , , , , ,"Handle, 2-Fan Module",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40102-00688-01 , , , , , , , , , , , , , , , , , , ,"Bracket,Assembly,Fan,C1U",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50011-00009 , , , , , , , , , , , , , , , , , , ,"12V,1.3A,32CFM,PWM,40X40X28,4P",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00316 , , , , , , , , , , , , , , , , , , ,"Crimp Term,1.5mm,24-28AWG,Fem",F, -,EA,EA,0,8,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00369 , , , , , , , , , , , , , , , , , , ,"RCPT HSG,1.5mm,1x4,3A",F, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00072 , , , , , , , , , , , , , , , , , , ,"Screw,M3x35,Skt,Cap,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00098 , , , , , , , , , , , , , , , , , , ,"Screw,M3x35,Phil,PH,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00120 , , , , , , , , , , , , , , , , , , ,"Washer,Split,M3,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00170 , , , , , , , , , , , , , , , , , , ,"SEMS,Sqcn,M3x6,Phil,PH,SS",F, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00200 , , , , , , , , , , , , , , , , , , ,"Washer,Retain,#4x.27x.03,Nylon",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50016-00062 , , , , , , , , , , , , , , , , , , ,"Fan Guard,40mm,Wire",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50023-00012 , , , , , , , , , , , , , , , , , , ,"Cable Tie,0.1x4"",18lb",F, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50023-00040 , , , , , , , , , , , , , , , , , , ,"Tape,Polyimide,1/2""x36yd",F, -,FT,RL,0,0.001,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40001-00675-02 , , , , , , , , , , , , , , , , , , , ,"Cover,Fan Blank,C1U",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40001-00973-01 , , , , , , , , , , , , , , , , , , , ,"PANEL,TOP,ACCESS PORT COVER",PI, -,EA,EA,0,3,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40005-00101-01 , , , , , , , , , , , , , , , , , , , ,"Cable Assy,Pwr,C1u/D/E-CCC,DS",PI, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50012-00045 , , , , , , , , , , , , , , , , , , ,"Wire,18AWG,BLK,UL1015",F, -,FT,FT,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50012-00046 , , , , , , , , , , , , , , , , , , ,"Wire,18AWG,RED,UL1015",F, -,FT,FT,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00264 , , , , , , , , , , , , , , , , , , ,"Plug HSG,0.2"",1x2,13A",F, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00310 , , , , , , , , , , , , , , , , , , ,"Crimp SKT,14-20AWG,13A,30Au",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40005-00105-01 , , , , , , , , , , , , , , , , , , , ,"Cable Assy,Sig,C1uD/P-CCC,DS",PI, A,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50012-00051 , , , , , , , , , , , , , , , , , , ,"Cable,Flat,1.0mm,28AWG,24Cond.",F, -,FT,FT,1,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00340 , , , , , , , , , , , , , , , , , , ,"RCPT,2mm,2x12,IDC,30Au",P, -,EA,EA,2,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40005-00136-01 , , , , , , , , , , , , , , , , , , , ,"CABLE ASSY,SIG,C2UP-CCC",M, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50012-00051 , , , , , , , , , , , , , , , , , , ,"Cable,Flat,1.0mm,28AWG,24Cond.",F, -,FT,FT,1,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50013-00340 , , , , , , , , , , , , , , , , , , ,"RCPT,2mm,2x12,IDC,30Au",P, -,EA,EA,2,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40005-00158-00 , , , , , , , , , , , , , , , , , , , ,"CABLE ASSY,SIG,CMD-CB100SAQ",M, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40102-00974-00 , , , , , , , , , , , , , , , , , , , ,"BOTTOM HOUSING,CRPS,2U",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40102-00984-00 , , , , , , , , , , , , , , , , , , , ,"PANEL,TOP,ACCESS PORT,2U",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40102-01014-00 , , , , , , , , , , , , , , , , , , , ,"FRONT HSG,DAT100,2U",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40102-01015-00 , , , , , , , , , , , , , , , , , , , ,"PLATE,TX,DAT100,2U",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50003-00098 , , , , , , , , , , , , , , , , , , , ,"Flash card, 8GB, C10, Micro SD",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50013-00367 , , , , , , , , , , , , , , , , , , , ,"Adapter,Dual LC,Screw,w/InShut",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50014-00085 , , , , , , , , , , , , , , , , , , , ,"SEMS,Ext,M3x6,Phil,PH,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50014-00170 , , , , , , , , , , , , , , , , , , , ,"SEMS,Sqcn,M3x6,Phil,PH,SS",F, -,EA,EA,0,26,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50014-00173 , , , , , , , , , , , , , , , , , , , ,"Screw,M3x6,Phil,FH,SS/Blk",F, -,EA,EA,0,48,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50014-00206 , , , , , , , , , , , , , , , , , , , ,"Screw, M2x8, Phil, PH, BO",F, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50016-00077 , , , , , , , , , , , , , , , , , , , ,"HSink,BGA,29x29x14.5mm,w/T",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50016-00080 , , , , , , , , , , , , , , , , , , , ,"HSink,BGA,25x25x14.5mm,w/T",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50037-00001 , , , , , , , , , , , , , , , , , , , ,OSC Filter 1510nm,PI, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50105-00123 , , , , , , , , , , , , , , , , , , , ,"Label,Small Laser Warning,.375",F, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,20005-00003-03 , , , , , , , , , , , , , , , , , , , , ,"DS Accessory Kit, 1U",X,  ,EA,EA,0,1,Yes,ACC-00003-03-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40005-00079 , , , , , , , , , , , , , , , , , , , ,"Cable, USB-RJ45",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50035-00011 , , , , , , , , , , , , , , , , , , , ,"Optical Cleaner, In-Field Use",F, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00011-02 , , , , , , , , , , , , , , , , , , , ,"SHIPPING BOX, DARKSTAR, 1U",PI, -,ST,ST,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00015 , , , , , , , , , , , , , , , , , , , ,"Box,Access. 11.125x8.75x1.25""",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00017 , , , , , , , , , , , , , , , , , , , ,"Box, Transceiver Shipping",P, -,EA,EA,0,6,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00018 , , , , , , , , , , , , , , , , , , , ,"2X7""OPEN END STATIC SHIELD BAG",P, -,EA,EA,0,12,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00019 , , , , , , , , , , , , , , , , , , , ,"3X5"" 2 MIL RECLOSABLE BAGS",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00020 , , , , , , , , , , , , , , , , , , , ,"4X6"" 2 MIL RECLOSABLE BAGS",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00021 , , , , , , , , , , , , , , , , , , , ,"8X10"" 2 MIL RECLOSABLE BAGS",P, -,EA,EA,0,12,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,20005-00007-00 , , , , , , , , , , , , , , , , , , , , ,"DS Accessory Kit, 2U",X, -,EA,EA,0,1,Yes,ACC-00007-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40005-00079 , , , , , , , , , , , , , , , , , , , ,"Cable, USB-RJ45",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50035-00011 , , , , , , , , , , , , , , , , , , , ,"Optical Cleaner, In-Field Use",F, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00015 , , , , , , , , , , , , , , , , , , , ,"Box,Access. 11.125x8.75x1.25""",P, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00016-00 , , , , , , , , , , , , , , , , , , , ,"Shipping Box, DARKSTAR, 2U",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00017 , , , , , , , , , , , , , , , , , , , ,"Box, Transceiver Shipping",P, -,EA,EA,0,6,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00018 , , , , , , , , , , , , , , , , , , , ,"2X7""OPEN END STATIC SHIELD BAG",P, -,EA,EA,0,12,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00019 , , , , , , , , , , , , , , , , , , , ,"3X5"" 2 MIL RECLOSABLE BAGS",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00020 , , , , , , , , , , , , , , , , , , , ,"4X6"" 2 MIL RECLOSABLE BAGS",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,50104-00021 , , , , , , , , , , , , , , , , , , , ,"8X10"" 2 MIL RECLOSABLE BAGS",P, -,EA,EA,0,12,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50033-00072 , , , , , , , , , , , , , , , , , , , , ,1u AC-DC FE CRPS 550W 12V,PI, -,EA,EA,0,1,Yes,PWR-00072-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40005-00078 , , , , , , , , , , , , , , , , , , , ,"Power Cord,125V,10Amp,SVT,2M",P, -,EA,EA,0,1,Yes,PWR-00078-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,40005-00155 , , , , , , , , , , , , , , , , , , , ,"Power Cord,250V,10A,2M,UK",P, -,EA,EA,0,1,Yes,PWR-00155-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50033-00075 , , , , , , , , , , , , , , , , , , , , ,1u DC-DC FE CRPS 800W 12V,PI, -,EA,EA,0,1,Yes,PWR-00075-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50036-00203 , , , , , , , , , , , , , , , , , , , , ,SFP+ CLIENT 300m 850nm,P, -,EA,EA,0,1,Yes,TRX-00203-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50036-00204 , , , , , , , , , , , , , , , , , , , , ,SFP+ CLIENT 10km 1310nm,P, -,EA,EA,0,1,Yes,TRX-00204-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50036-00302 , , , , , , , , , , , , , , , , , , , , ,SFP OSC >42dB 1510nm OC-3,PI, -,EA,EA,0,1,Yes,TRX-00302-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50036-00303 , , , , , , , , , , , , , , , , , , , , ,"SFP,OC3,LR-2/L-1.2,32dB,1511nm",PI, -,EA,EA,0,1,Yes,TRX-00303-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50036-00304 , , , , , , , , , , , , , , , , , , , , ,"SFP+OTDR,100MBPS,32dB,1511nm",PI, -,EA,EA,0,1,Yes,TRX-00304-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50036-00803 , , , , , , , , , , , , , , , , , , , , ,"QSFP28,100G,LR4,10km,1310,LC",PI, -,EA,EA,0,1,Yes,TRX-00803-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50036-00810 , , , , , , , , , , , , , , , , , , , , ,"QSFP28,100G,LR1,10KM,1310,LC",P, -,EA,EA,0,1,Yes,TRX-00810-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,50036-00811 , , , , , , , , , , , , , , , , , , , , ,"QSFP28,100G ZR,Coherent,LC",PI, -,EA,EA,0,1,Yes,TRX-00811-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -,ACC-00001-00-0 , , , , , , , , , , , , , , , , , , , , ,1U Rail Kits,X, -,EA,EA,0,1,Yes,ACC-00001-00-0  ,898989.8989,3/31/2025,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,20005-00107-02 , , , , , , , , , , , , , , , , , , , ,"RAIL ASSEMBLY,4 POST,19IN,1U",X, -,EA,EA,0,1,Yes,ACC-00107-02-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00695-03 , , , , , , , , , , , , , , , , , , ,"Bracket,Rail,Slide,Left",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00711-03 , , , , , , , , , , , , , , , , , , ,"Bracket, Rail, Slide, Right",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00955-00 , , , , , , , , , , , , , , , , , , ,"BRACKET, LOCKDOWN",PI, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00085 , , , , , , , , , , , , , , , , , , ,"SEMS,Ext,M3x6,Phil,PH,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00090 , , , , , , , , , , , , , , , , , , ,"Screw,M4x8,Phil,WH,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50016-00061 , , , , , , , , , , , , , , , , , , ,"SLIDE RAIL,LP Modified ""24""",M, -,PR,PR,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50016-00078 , , , , , , , , , , , , , , , , , ,"SLIDE RAIL,LP Accuride ""24""",P, -,PR,PR,1,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,20005-00109-00 , , , , , , , , , , , , , , , , , , , ,"RAIL ASSY,2 POST,23IN WECO,1U",X, -,EA,EA,0,1,Yes,ACC-00109-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00673-01 , , , , , , , , , , , , , , , , , , ,"Bracket,Lockdown",PO, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-01007-00 , , , , , , , , , , , , , , , , , , ,"RACK ADAPTER,23WECO-19EIA,1U",PI, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-01009-00 , , , , , , , , , , , , , , , , , , ,"BRACKET,RAIL,SLIDE,LEFT,6.75",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-01010-00 , , , , , , , , , , , , , , , , , , ,"BRACKET,RAIL,SLIDE,RIGHT,6.75",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-01011-01 , , , , , , , , , , , , , , , , , , ,"BRACKET,EXT,EIA,10.26"",1U",PI, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00085 , , , , , , , , , , , , , , , , , , ,"SEMS,Ext,M3x6,Phil,PH,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00090 , , , , , , , , , , , , , , , , , , ,"Screw,M4x8,Phil,WH,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00222 , , , , , , , , , , , , , , , , , , ,"SCREW,12-24x50,PHIL,PH,BO",F, -,EA,EA,0,18,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00223 , , , , , , , , , , , , , , , , , , ,"CAGE NUT,12-24,ZINC",P, -,EA,EA,0,12,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50016-00061 , , , , , , , , , , , , , , , , , , ,"SLIDE RAIL,LP Modified ""24""",M, -,PR,PR,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50016-00078 , , , , , , , , , , , , , , , , , ,"SLIDE RAIL,LP Accuride ""24""",P, -,PR,PR,1,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,20005-00111-00 , , , , , , , , , , , , , , , , , , , ,"RAIL ASSY,2P,19in/3in,EIA,1U",X, -,EA,EA,0,1,Yes,ACC-00111-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00695-03 , , , , , , , , , , , , , , , , , , ,"Bracket,Rail,Slide,Left",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00711-03 , , , , , , , , , , , , , , , , , , ,"Bracket, Rail, Slide, Right",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00955-00 , , , , , , , , , , , , , , , , , , ,"BRACKET, LOCKDOWN",PI, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-01016-00 , , , , , , , , , , , , , , , , , , ,"BRACKET,EXT,EIA,12.0"",1U",PI, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00085 , , , , , , , , , , , , , , , , , , ,"SEMS,Ext,M3x6,Phil,PH,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00090 , , , , , , , , , , , , , , , , , , ,"Screw,M4x8,Phil,WH,SS",F, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00222 , , , , , , , , , , , , , , , , , , ,"SCREW,12-24x50,PHIL,PH,BO",F, -,EA,EA,0,10,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50014-00223 , , , , , , , , , , , , , , , , , , ,"CAGE NUT,12-24,ZINC",P, -,EA,EA,0,12,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,50016-00061 , , , , , , , , , , , , , , , , , , ,"SLIDE RAIL,LP Modified ""24""",M, -,PR,PR,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , , ,50016-00078 , , , , , , , , , , , , , , , , , ,"SLIDE RAIL,LP Accuride ""24""",P, -,PR,PR,1,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, ,20005-00113-00 , , , , , , , , , , , , , , , , , , , ,"RAIL ASSY,2P,23in/3in,EIA,1U",X, -,EA,EA,0,1,Yes,ACC-00113-00-0  ,898989.8989,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00695-03 , , , , , , , , , , , , , , , , , , ,"Bracket,Rail,Slide,Left",P, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00711-03 , , , , , , , , , , , , , , , , , , ,"Bracket, Rail, Slide, Right",PI, -,EA,EA,0,1,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-00955-00 , , , , , , , , , , , , , , , , , , ,"BRACKET, LOCKDOWN",PI, -,EA,EA,0,2,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-01008-00 , , , , , , , , , , , , , , , , , , ,"RACK ADAPTER,23EIA-19EIA,1U",PI, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
DAT100          ,DarkStar Aggregation 100G,M, -, , ,40001-01016-00 , , , , , , , , , , , , , , , , , , ,"BRACKET,EXT,EIA,12.0"",1U",PI, -,EA,EA,0,4,No ,,,01/01/1900,12/31/2099,
